sigungu_code,sido_code,sigungu_name,job_top_code,year_month,job_openings,job_seekers,placements,valid_openings,valid_seekers
41670,41,여주시,09,2025-12,15,19,7,19,70
41670,41,여주시,10,2025-12,6,19,3,9,58
41670,41,여주시,11,2025-12,36,8,3,33,41
41670,41,여주시,12,2025-12,75,47,15,105,175
41670,41,여주시,13,2025-12,104,34,2,84,60
41800,41,연천군,01,2025-12,22,81,13,34,207
41800,41,연천군,02,2025-12,7,16,4,6,55
41800,41,연천군,03,2025-12,32,36,4,22,107
41800,41,연천군,04,2025-12,7,15,1,8,42
41800,41,연천군,05,2025-12,1,10,0,1,34
41800,41,연천군,06,2025-12,92,149,17,65,327
41800,41,연천군,07,2025-12,21,49,3,23,130
41800,41,연천군,08,2025-12,9,56,7,21,136
41800,41,연천군,09,2025-12,15,13,2,26,24
41800,41,연천군,10,2025-12,1,5,2,3,19
41800,41,연천군,11,2025-12,5,9,0,3,18
41800,41,연천군,12,2025-12,11,41,3,7,104
41800,41,연천군,13,2025-12,18,92,2,20,125
41820,41,가평군,01,2025-12,18,79,10,19,349
41820,41,가평군,02,2025-12,4,23,4,5,109
41820,41,가평군,03,2025-12,36,40,5,36,112
41820,41,가평군,04,2025-12,9,10,2,10,60
41820,41,가평군,05,2025-12,3,20,3,0,81
41820,41,가평군,06,2025-12,58,191,22,68,516
41820,41,가평군,07,2025-12,2,55,12,18,170
41820,41,가평군,08,2025-12,11,51,7,12,122
41820,41,가평군,09,2025-12,6,11,2,6,24
41820,41,가평군,10,2025-12,3,8,3,3,38
41820,41,가평군,11,2025-12,6,7,1,6,23
41820,41,가평군,12,2025-12,1,11,2,7,61
41820,41,가평군,13,2025-12,4,78,5,8,139
41830,41,양평군,01,2025-12,24,148,19,21,513
41830,41,양평군,02,2025-12,4,54,8,4,198
41830,41,양평군,03,2025-12,63,67,12,75,253
41830,41,양평군,04,2025-12,40,28,8,40,121
41830,41,양평군,05,2025-12,4,38,6,3,140
41830,41,양평군,06,2025-12,129,215,33,137,690
41830,41,양평군,07,2025-12,17,72,12,16,243
41830,41,양평군,08,2025-12,2,33,1,4,149
41830,41,양평군,09,2025-12,4,14,3,6,58
41830,41,양평군,10,2025-12,4,17,9,6,55
41830,41,양평군,11,2025-12,3,10,5,3,45
41830,41,양평군,12,2025-12,22,26,3,25,88
41830,41,양평군,13,2025-12,24,46,4,33,101
43111,43,청주시 상당구,01,2025-12,29,353,87,23,1328
43111,43,청주시 상당구,02,2025-12,18,112,36,17,440
43111,43,청주시 상당구,03,2025-12,58,137,26,86,401
43111,43,청주시 상당구,04,2025-12,8,113,27,8,356
43111,43,청주시 상당구,05,2025-12,7,48,5,5,188
43111,43,청주시 상당구,06,2025-12,85,226,60,89,998
43111,43,청주시 상당구,07,2025-12,29,93,47,34,427
43111,43,청주시 상당구,08,2025-12,8,85,3,8,287
43111,43,청주시 상당구,09,2025-12,2,53,14,3,167
43111,43,청주시 상당구,10,2025-12,10,82,31,16,314
43111,43,청주시 상당구,11,2025-12,5,30,19,7,103
43111,43,청주시 상당구,12,2025-12,12,106,44,18,502
43111,43,청주시 상당구,13,2025-12,1,20,0,1,54
43112,43,청주시 서원구,01,2025-12,51,357,89,65,1414
43112,43,청주시 서원구,02,2025-12,26,146,38,39,692
43112,43,청주시 서원구,03,2025-12,38,112,21,43,392
43112,43,청주시 서원구,04,2025-12,17,74,23,18,274
43112,43,청주시 서원구,05,2025-12,2,62,11,3,257
43112,43,청주시 서원구,06,2025-12,85,251,58,83,1096
43112,43,청주시 서원구,07,2025-12,17,132,38,32,433
43112,43,청주시 서원구,08,2025-12,24,94,12,49,288
43112,43,청주시 서원구,09,2025-12,25,44,10,39,165
43112,43,청주시 서원구,10,2025-12,15,70,48,17,262
43112,43,청주시 서원구,11,2025-12,20,28,17,16,132
43112,43,청주시 서원구,12,2025-12,62,121,37,59,538
43112,43,청주시 서원구,13,2025-12,0,14,1,1,42
43113,43,청주시 흥덕구,01,2025-12,105,532,139,97,1951
43113,43,청주시 흥덕구,02,2025-12,45,212,62,64,791
43113,43,청주시 흥덕구,03,2025-12,29,146,22,75,499
43113,43,청주시 흥덕구,04,2025-12,14,125,30,22,503
43113,43,청주시 흥덕구,05,2025-12,4,87,17,5,324
43113,43,청주시 흥덕구,06,2025-12,197,371,80,155,1359
43113,43,청주시 흥덕구,07,2025-12,54,150,58,51,598
43113,43,청주시 흥덕구,08,2025-12,9,120,16,9,413
43113,43,청주시 흥덕구,09,2025-12,57,58,28,71,237
43113,43,청주시 흥덕구,10,2025-12,50,136,60,59,519
43113,43,청주시 흥덕구,11,2025-12,74,56,25,83,205
43113,43,청주시 흥덕구,12,2025-12,93,203,79,116,799
43113,43,청주시 흥덕구,13,2025-12,0,16,0,8,44
43114,43,청주시 청원구,01,2025-12,80,342,121,83,1333
43114,43,청주시 청원구,02,2025-12,30,127,40,52,470
43114,43,청주시 청원구,03,2025-12,41,90,23,30,314
43114,43,청주시 청원구,04,2025-12,9,99,34,21,336
43114,43,청주시 청원구,05,2025-12,15,65,9,11,219
43114,43,청주시 청원구,06,2025-12,116,231,57,101,884
43114,43,청주시 청원구,07,2025-12,46,108,36,50,398
43114,43,청주시 청원구,08,2025-12,12,53,9,16,253
43114,43,청주시 청원구,09,2025-12,45,50,15,62,187
43114,43,청주시 청원구,10,2025-12,33,97,36,34,362
43114,43,청주시 청원구,11,2025-12,40,28,27,31,134
43114,43,청주시 청원구,12,2025-12,101,170,50,129,607
43114,43,청주시 청원구,13,2025-12,12,6,1,9,19
43130,43,충주시,01,2025-12,100,392,91,86,1384
43130,43,충주시,02,2025-12,32,76,31,56,460
43130,43,충주시,03,2025-12,131,100,24,117,334
43130,43,충주시,04,2025-12,18,77,12,23,297
43130,43,충주시,05,2025-12,2,37,7,2,220
43130,43,충주시,06,2025-12,130,324,54,142,968
43130,43,충주시,07,2025-12,29,113,28,31,451
43130,43,충주시,08,2025-12,22,108,8,24,346
43130,43,충주시,09,2025-12,53,92,34,54,283
43130,43,충주시,10,2025-12,17,69,13,34,250
43130,43,충주시,11,2025-12,32,38,13,46,107
43130,43,충주시,12,2025-12,81,168,39,90,577
43130,43,충주시,13,2025-12,23,80,3,28,110
43150,43,제천시,01,2025-12,69,210,39,60,612
43150,43,제천시,02,2025-12,18,47,18,19,191
43150,43,제천시,03,2025-12,127,62,5,68,170
43150,43,제천시,04,2025-12,23,46,9,24,264
43150,43,제천시,05,2025-12,12,34,6,6,115
43150,43,제천시,06,2025-12,81,207,21,88,599
43150,43,제천시,07,2025-12,27,91,13,27,254
43150,43,제천시,08,2025-12,10,92,10,9,242
43150,43,제천시,09,2025-12,27,46,10,20,120
43150,43,제천시,10,2025-12,10,34,2,9,96
43150,43,제천시,11,2025-12,20,29,11,23,75
43150,43,제천시,12,2025-12,44,90,30,43,244
43150,43,제천시,13,2025-12,1,34,2,10,55
43720,43,보은군,01,2025-12,24,47,8,24,121
43720,43,보은군,02,2025-12,2,13,2,7,32
43720,43,보은군,03,2025-12,2,11,5,2,41
43720,43,보은군,04,2025-12,30,6,0,18,21
43720,43,보은군,05,2025-12,0,3,0,0,10
43720,43,보은군,06,2025-12,12,53,10,18,122
43720,43,보은군,07,2025-12,8,16,2,8,51
43720,43,보은군,08,2025-12,8,24,1,9,46
43720,43,보은군,09,2025-12,4,6,3,5,22
43720,43,보은군,10,2025-12,0,6,0,1,13
43720,43,보은군,11,2025-12,10,6,1,10,12
43720,43,보은군,12,2025-12,22,20,7,17,76
43720,43,보은군,13,2025-12,4,59,4,4,98
43730,43,옥천군,01,2025-12,19,69,17,27,189
43730,43,옥천군,02,2025-12,3,15,5,7,67
43730,43,옥천군,03,2025-12,20,19,0,21,48
43730,43,옥천군,04,2025-12,2,16,2,3,43
43730,43,옥천군,05,2025-12,1,4,0,1,12
43730,43,옥천군,06,2025-12,73,58,13,76,166
43730,43,옥천군,07,2025-12,10,34,11,11,96
43730,43,옥천군,08,2025-12,2,20,3,2,63
43730,43,옥천군,09,2025-12,9,18,5,11,46
43730,43,옥천군,10,2025-12,2,7,5,2,32
43730,43,옥천군,11,2025-12,4,6,1,5,21
43730,43,옥천군,12,2025-12,26,52,12,26,151
43730,43,옥천군,13,2025-12,1,6,0,1,15
43740,43,영동군,01,2025-12,40,52,6,23,138
43740,43,영동군,02,2025-12,4,4,0,5,25
43740,43,영동군,03,2025-12,35,22,3,2,62
43740,43,영동군,04,2025-12,3,14,5,4,74
43740,43,영동군,05,2025-12,1,6,2,0,26
43740,43,영동군,06,2025-12,10,68,5,12,141
43740,43,영동군,07,2025-12,5,15,3,9,65
43740,43,영동군,08,2025-12,4,15,1,4,52
43740,43,영동군,09,2025-12,7,9,3,7,27
43740,43,영동군,10,2025-12,0,1,0,0,15
43740,43,영동군,11,2025-12,0,5,3,0,18
43740,43,영동군,12,2025-12,27,18,2,29,78
43740,43,영동군,13,2025-12,0,3,0,0,17
43745,43,증평군,01,2025-12,35,65,22,15,261
43745,43,증평군,02,2025-12,1,12,4,1,51
43745,43,증평군,03,2025-12,8,19,3,8,65
43745,43,증평군,04,2025-12,9,17,4,15,75
43745,43,증평군,05,2025-12,0,3,2,0,20
43745,43,증평군,06,2025-12,13,81,20,19,206
43745,43,증평군,07,2025-12,3,31,4,3,99
43745,43,증평군,08,2025-12,2,26,2,4,82
43745,43,증평군,09,2025-12,3,13,6,4,52
43745,43,증평군,10,2025-12,7,23,9,7,69
43745,43,증평군,11,2025-12,1,7,2,1,29
43745,43,증평군,12,2025-12,11,46,33,18,158
43745,43,증평군,13,2025-12,4,9,1,0,14
43750,43,진천군,01,2025-12,58,152,51,64,499
43750,43,진천군,02,2025-12,17,34,10,21,122
43750,43,진천군,03,2025-12,6,27,4,7,97
43750,43,진천군,04,2025-12,7,23,3,7,84
43750,43,진천군,05,2025-12,2,25,2,2,63
43750,43,진천군,06,2025-12,41,128,28,43,338
43750,43,진천군,07,2025-12,31,72,17,53,188
43750,43,진천군,08,2025-12,9,31,9,3,100
43750,43,진천군,09,2025-12,63,28,9,85,98
43750,43,진천군,10,2025-12,21,39,12,20,85
43750,43,진천군,11,2025-12,87,24,12,90,74
43750,43,진천군,12,2025-12,162,127,54,243,331
43750,43,진천군,13,2025-12,16,12,0,10,21
43760,43,괴산군,01,2025-12,30,46,8,22,135
43760,43,괴산군,02,2025-12,4,10,1,5,31
43760,43,괴산군,03,2025-12,13,24,2,14,58
43760,43,괴산군,04,2025-12,5,5,5,7,17
43760,43,괴산군,05,2025-12,0,8,2,0,16
43760,43,괴산군,06,2025-12,54,83,23,59,186
43760,43,괴산군,07,2025-12,7,22,5,14,56
43760,43,괴산군,08,2025-12,1,17,2,0,52
43760,43,괴산군,09,2025-12,9,16,4,9,26
43760,43,괴산군,10,2025-12,2,3,1,4,14
43760,43,괴산군,11,2025-12,5,7,5,5,15
43760,43,괴산군,12,2025-12,27,31,13,57,98
43760,43,괴산군,13,2025-12,10,6,0,12,19
43770,43,음성군,01,2025-12,111,161,39,134,486
43770,43,음성군,02,2025-12,16,39,14,23,131
43770,43,음성군,03,2025-12,39,33,8,33,81
43770,43,음성군,04,2025-12,12,39,2,12,105
43770,43,음성군,05,2025-12,11,12,3,7,49
43770,43,음성군,06,2025-12,44,92,23,35,319
43770,43,음성군,07,2025-12,57,78,22,72,229
43770,43,음성군,08,2025-12,8,49,7,6,124
43770,43,음성군,09,2025-12,125,37,10,137,107
43770,43,음성군,10,2025-12,24,29,5,30,81
43770,43,음성군,11,2025-12,156,31,17,202,77
43770,43,음성군,12,2025-12,311,121,39,406,372
43770,43,음성군,13,2025-12,28,9,0,43,19
43800,43,단양군,01,2025-12,46,42,6,46,122
43800,43,단양군,02,2025-12,3,14,1,3,28
43800,43,단양군,03,2025-12,13,19,2,92,46
43800,43,단양군,04,2025-12,1,2,1,2,11
43800,43,단양군,05,2025-12,0,4,0,0,11
43800,43,단양군,06,2025-12,80,77,10,84,179
43800,43,단양군,07,2025-12,5,31,2,6,67
43800,43,단양군,08,2025-12,4,33,2,2,68
43800,43,단양군,09,2025-12,7,11,2,13,30
43800,43,단양군,10,2025-12,2,7,1,1,21
43800,43,단양군,11,2025-12,3,5,0,3,8
43800,43,단양군,12,2025-12,9,11,3,3,45
43800,43,단양군,13,2025-12,4,34,2,0,48
44131,44,천안시 동남구,01,2025-12,84,508,132,83,1840
44131,44,천안시 동남구,02,2025-12,28,196,55,29,777
44131,44,천안시 동남구,03,2025-12,34,148,28,28,505
44131,44,천안시 동남구,04,2025-12,12,101,9,11,432
44131,44,천안시 동남구,05,2025-12,2,92,20,1,383
44131,44,천안시 동남구,06,2025-12,168,395,69,142,1387
44131,44,천안시 동남구,07,2025-12,51,159,43,76,643
44131,44,천안시 동남구,08,2025-12,21,121,8,32,405
44131,44,천안시 동남구,09,2025-12,48,83,19,80,324
44131,44,천안시 동남구,10,2025-12,23,102,32,24,374
44131,44,천안시 동남구,11,2025-12,27,38,11,47,150
44131,44,천안시 동남구,12,2025-12,176,147,28,162,544
44131,44,천안시 동남구,13,2025-12,36,17,2,34,37
44133,44,천안시 서북구,01,2025-12,126,759,176,125,3037
44133,44,천안시 서북구,02,2025-12,65,319,63,96,1263
44133,44,천안시 서북구,03,2025-12,105,235,45,53,763
44133,44,천안시 서북구,04,2025-12,10,167,39,13,642
44133,44,천안시 서북구,05,2025-12,4,113,24,6,559
44133,44,천안시 서북구,06,2025-12,140,489,113,128,1886
44133,44,천안시 서북구,07,2025-12,49,246,59,63,909
44133,44,천안시 서북구,08,2025-12,11,160,22,10,696
44133,44,천안시 서북구,09,2025-12,102,172,49,132,628
44133,44,천안시 서북구,10,2025-12,110,186,51,132,680
44133,44,천안시 서북구,11,2025-12,84,59,20,79,204
44133,44,천안시 서북구,12,2025-12,131,189,43,156,814
44133,44,천안시 서북구,13,2025-12,14,15,2,15,50
44150,44,공주시,01,2025-12,141,283,25,30,597
44150,44,공주시,02,2025-12,15,35,12,26,127
44150,44,공주시,03,2025-12,36,47,12,21,306
44150,44,공주시,04,2025-12,22,19,8,15,147
44150,44,공주시,05,2025-12,11,30,3,10,102
44150,44,공주시,06,2025-12,137,142,24,67,579
44150,44,공주시,07,2025-12,26,34,14,26,155
44150,44,공주시,08,2025-12,4,39,7,4,149
44150,44,공주시,09,2025-12,14,20,6,21,63
44150,44,공주시,10,2025-12,9,25,7,9,65
44150,44,공주시,11,2025-12,5,12,4,3,55
44150,44,공주시,12,2025-12,54,60,18,45,166
44150,44,공주시,13,2025-12,44,17,0,24,37
44180,44,보령시,01,2025-12,56,158,33,72,449
44180,44,보령시,02,2025-12,9,34,6,10,133
44180,44,보령시,03,2025-12,131,131,8,55,238
44180,44,보령시,04,2025-12,13,39,7,14,111
44180,44,보령시,05,2025-12,2,14,2,3,35
44180,44,보령시,06,2025-12,84,192,32,81,541
44180,44,보령시,07,2025-12,26,71,17,34,197
44180,44,보령시,08,2025-12,13,132,10,13,312
44180,44,보령시,09,2025-12,41,31,10,30,119
44180,44,보령시,10,2025-12,11,20,12,7,69
44180,44,보령시,11,2025-12,20,21,4,5,37
44180,44,보령시,12,2025-12,62,56,26,46,169
44180,44,보령시,13,2025-12,47,8,1,71,20
44200,44,아산시,01,2025-12,163,623,119,175,2292
44200,44,아산시,02,2025-12,43,215,64,61,815
44200,44,아산시,03,2025-12,46,186,37,45,591
44200,44,아산시,04,2025-12,14,115,32,13,513
44200,44,아산시,05,2025-12,3,97,19,9,379
44200,44,아산시,06,2025-12,129,421,63,123,1481
44200,44,아산시,07,2025-12,79,189,60,110,700
44200,44,아산시,08,2025-12,10,135,29,18,506
44200,44,아산시,09,2025-12,322,225,51,448,703
44200,44,아산시,10,2025-12,120,137,40,229,485
44200,44,아산시,11,2025-12,92,57,20,101,152
44200,44,아산시,12,2025-12,210,162,44,270,596
44200,44,아산시,13,2025-12,15,14,2,19,68
44210,44,서산시,01,2025-12,105,537,56,87,1196
44210,44,서산시,02,2025-12,18,81,21,26,275
44210,44,서산시,03,2025-12,117,152,21,118,360
44210,44,서산시,04,2025-12,6,75,14,13,272
44210,44,서산시,05,2025-12,27,31,1,27,119
44210,44,서산시,06,2025-12,84,496,47,79,1014
44210,44,서산시,07,2025-12,28,129,22,39,435
44210,44,서산시,08,2025-12,12,261,14,16,525
44210,44,서산시,09,2025-12,52,173,31,40,477
44210,44,서산시,10,2025-12,10,28,4,13,121
44210,44,서산시,11,2025-12,24,21,7,20,93
44210,44,서산시,12,2025-12,46,46,8,31,171
44210,44,서산시,13,2025-12,17,28,1,16,56
44230,44,논산시,01,2025-12,40,147,31,37,459
44230,44,논산시,02,2025-12,14,41,9,14,139
44230,44,논산시,03,2025-12,37,55,10,28,179
44230,44,논산시,04,2025-12,36,24,10,41,154
44230,44,논산시,05,2025-12,35,21,3,16,67
44230,44,논산시,06,2025-12,150,166,35,131,503
44230,44,논산시,07,2025-12,47,64,21,46,225
44230,44,논산시,08,2025-12,7,38,0,6,128
44230,44,논산시,09,2025-12,53,35,8,61,93
44230,44,논산시,10,2025-12,4,29,1,7,62
44230,44,논산시,11,2025-12,29,15,11,33,71
44230,44,논산시,12,2025-12,87,79,22,121,275
44230,44,논산시,13,2025-12,104,18,1,101,34
44250,44,계룡시,01,2025-12,4,94,17,6,323
44250,44,계룡시,02,2025-12,5,32,6,34,115
44250,44,계룡시,03,2025-12,14,55,10,9,159
44250,44,계룡시,04,2025-12,4,21,4,4,86
44250,44,계룡시,05,2025-12,0,16,0,0,53
44250,44,계룡시,06,2025-12,14,61,12,13,200
44250,44,계룡시,07,2025-12,47,24,2,47,89
44250,44,계룡시,08,2025-12,0,20,3,0,47
44250,44,계룡시,09,2025-12,2,4,1,2,27
44250,44,계룡시,10,2025-12,1,9,4,14,38
44250,44,계룡시,11,2025-12,7,13,1,5,23
44250,44,계룡시,12,2025-12,3,14,3,8,51
44250,44,계룡시,13,2025-12,0,7,2,0,13
44270,44,당진시,01,2025-12,107,343,61,115,1047
44270,44,당진시,02,2025-12,29,81,14,45,253
44270,44,당진시,03,2025-12,50,95,11,55,230
44270,44,당진시,04,2025-12,8,67,5,22,208
44270,44,당진시,05,2025-12,2,37,5,2,105
44270,44,당진시,06,2025-12,66,384,31,221,916
44270,44,당진시,07,2025-12,58,114,24,66,350
44270,44,당진시,08,2025-12,22,158,14,39,378
44270,44,당진시,09,2025-12,79,106,13,138,312
44270,44,당진시,10,2025-12,13,34,15,13,140
44270,44,당진시,11,2025-12,40,20,11,45,53
44270,44,당진시,12,2025-12,108,70,13,140,213
44270,44,당진시,13,2025-12,47,21,1,49,47
44710,44,금산군,01,2025-12,68,43,12,17,159
44710,44,금산군,02,2025-12,7,11,1,10,44
44710,44,금산군,03,2025-12,2,9,2,5,50
44710,44,금산군,04,2025-12,0,8,2,0,32
44710,44,금산군,05,2025-12,2,10,1,4,22
44710,44,금산군,06,2025-12,11,29,4,12,164
44710,44,금산군,07,2025-12,13,23,3,18,65
44710,44,금산군,08,2025-12,1,7,4,2,47
44710,44,금산군,09,2025-12,21,18,5,19,47
44710,44,금산군,10,2025-12,5,5,3,3,25
44710,44,금산군,11,2025-12,13,2,3,11,23
44710,44,금산군,12,2025-12,21,23,6,20,86
44710,44,금산군,13,2025-12,21,2,1,31,10
44760,44,부여군,01,2025-12,49,79,30,34,208
44760,44,부여군,02,2025-12,2,16,1,4,62
44760,44,부여군,03,2025-12,17,41,10,197,158
44760,44,부여군,04,2025-12,15,20,2,15,53
44760,44,부여군,05,2025-12,0,8,3,0,40
44760,44,부여군,06,2025-12,39,90,13,60,265
44760,44,부여군,07,2025-12,2,24,6,9,111
44760,44,부여군,08,2025-12,4,34,1,1,80
44760,44,부여군,09,2025-12,5,4,1,7,24
44760,44,부여군,10,2025-12,3,6,3,9,22
44760,44,부여군,11,2025-12,1,6,3,6,15
44760,44,부여군,12,2025-12,17,27,8,22,83
44760,44,부여군,13,2025-12,19,15,1,34,41
44770,44,서천군,01,2025-12,45,45,18,53,157
44770,44,서천군,02,2025-12,11,16,4,9,55
44770,44,서천군,03,2025-12,16,22,5,14,57
44770,44,서천군,04,2025-12,4,19,3,3,41
44770,44,서천군,05,2025-12,0,6,2,0,20
44770,44,서천군,06,2025-12,22,69,10,17,190
44770,44,서천군,07,2025-12,11,25,4,16,80
44770,44,서천군,08,2025-12,3,15,2,5,47
44770,44,서천군,09,2025-12,9,19,1,12,53
44770,44,서천군,10,2025-12,7,14,3,6,31
44770,44,서천군,11,2025-12,9,7,1,12,21
44770,44,서천군,12,2025-12,124,27,9,120,74
44770,44,서천군,13,2025-12,23,6,0,38,20
44790,44,청양군,01,2025-12,10,31,8,13,95
44790,44,청양군,02,2025-12,2,10,3,6,37
44790,44,청양군,03,2025-12,10,5,3,6,34
44790,44,청양군,04,2025-12,0,3,3,5,20
44790,44,청양군,05,2025-12,0,4,1,0,8
44790,44,청양군,06,2025-12,10,33,7,10,108
44790,44,청양군,07,2025-12,1,17,4,1,53
44790,44,청양군,08,2025-12,0,7,2,6,30
44790,44,청양군,09,2025-12,4,4,2,4,13
44790,44,청양군,10,2025-12,0,2,2,0,7
44790,44,청양군,11,2025-12,0,6,0,0,10
44790,44,청양군,12,2025-12,1,11,3,1,32
44790,44,청양군,13,2025-12,1,9,1,4,19
44800,44,홍성군,01,2025-12,60,152,40,50,537
44800,44,홍성군,02,2025-12,19,28,10,16,121
44800,44,홍성군,03,2025-12,31,51,3,32,167
44800,44,홍성군,04,2025-12,10,49,8,11,174
44800,44,홍성군,05,2025-12,10,21,1,6,80
44800,44,홍성군,06,2025-12,50,93,21,62,363
44800,44,홍성군,07,2025-12,11,59,12,15,174
44800,44,홍성군,08,2025-12,2,40,4,3,118
44800,44,홍성군,09,2025-12,11,30,12,12,61
44800,44,홍성군,10,2025-12,3,26,4,5,86
44800,44,홍성군,11,2025-12,9,10,5,12,44
44800,44,홍성군,12,2025-12,70,31,17,62,133
44800,44,홍성군,13,2025-12,23,48,1,30,74
44810,44,예산군,01,2025-12,39,96,23,42,332
44810,44,예산군,02,2025-12,24,23,4,24,85
44810,44,예산군,03,2025-12,48,34,6,33,113
44810,44,예산군,04,2025-12,15,17,8,32,74
44810,44,예산군,05,2025-12,1,9,2,1,38
44810,44,예산군,06,2025-12,19,97,12,27,297
44810,44,예산군,07,2025-12,5,43,8,4,123
44810,44,예산군,08,2025-12,1,25,3,1,99
44810,44,예산군,09,2025-12,22,16,6,22,63
44810,44,예산군,10,2025-12,3,14,2,8,51
44810,44,예산군,11,2025-12,30,6,0,26,29
44810,44,예산군,12,2025-12,79,20,3,40,77
44810,44,예산군,13,2025-12,68,20,1,17,34
44825,44,태안군,01,2025-12,15,62,8,13,174
44825,44,태안군,02,2025-12,5,22,0,5,77
44825,44,태안군,03,2025-12,3,20,0,6,68
44825,44,태안군,04,2025-12,2,7,3,3,37
44825,44,태안군,05,2025-12,0,12,1,0,21
44825,44,태안군,06,2025-12,5,130,9,9,296
44825,44,태안군,07,2025-12,8,60,9,14,157
44825,44,태안군,08,2025-12,1,42,6,2,130
44825,44,태안군,09,2025-12,0,28,2,0,56
44825,44,태안군,10,2025-12,1,6,1,2,25
44825,44,태안군,11,2025-12,0,3,1,0,11
44825,44,태안군,12,2025-12,1,17,4,5,36
44825,44,태안군,13,2025-12,38,42,1,39,59
47111,47,포항시 남구,01,2025-12,138,423,78,98,1371
47111,47,포항시 남구,02,2025-12,51,144,35,67,515
47111,47,포항시 남구,03,2025-12,152,176,27,75,436
47111,47,포항시 남구,04,2025-12,49,186,44,37,520
47111,47,포항시 남구,05,2025-12,11,40,4,13,152
47111,47,포항시 남구,06,2025-12,276,414,67,191,1306
47111,47,포항시 남구,07,2025-12,74,176,38,67,667
47111,47,포항시 남구,08,2025-12,32,230,14,47,615
47111,47,포항시 남구,09,2025-12,84,232,47,97,726
47111,47,포항시 남구,10,2025-12,15,95,20,22,297
47111,47,포항시 남구,11,2025-12,7,24,4,11,78
47111,47,포항시 남구,12,2025-12,58,105,38,59,421
47111,47,포항시 남구,13,2025-12,34,15,2,24,41
47113,47,포항시 북구,01,2025-12,98,639,108,67,1988
47113,47,포항시 북구,02,2025-12,20,198,34,26,729
47113,47,포항시 북구,03,2025-12,158,282,41,124,781
47113,47,포항시 북구,04,2025-12,133,285,72,130,836
47113,47,포항시 북구,05,2025-12,12,58,6,13,254
47113,47,포항시 북구,06,2025-12,356,542,88,241,1575
47113,47,포항시 북구,07,2025-12,44,187,32,44,709
47113,47,포항시 북구,08,2025-12,14,167,15,12,522
47113,47,포항시 북구,09,2025-12,12,211,42,19,690
47113,47,포항시 북구,10,2025-12,10,89,12,14,316
47113,47,포항시 북구,11,2025-12,31,25,2,35,94
47113,47,포항시 북구,12,2025-12,16,100,31,15,403
47113,47,포항시 북구,13,2025-12,7,17,0,5,57
47130,47,경주시,01,2025-12,180,375,85,173,1413
47130,47,경주시,02,2025-12,29,101,28,43,414
47130,47,경주시,03,2025-12,487,147,34,96,513
47130,47,경주시,04,2025-12,44,98,20,33,389
47130,47,경주시,05,2025-12,7,57,10,11,178
47130,47,경주시,06,2025-12,184,379,87,200,1348
47130,47,경주시,07,2025-12,49,163,40,54,561
47130,47,경주시,08,2025-12,12,78,7,13,300
47130,47,경주시,09,2025-12,218,173,51,238,552
47130,47,경주시,10,2025-12,32,56,13,34,218
47130,47,경주시,11,2025-12,59,17,6,57,81
47130,47,경주시,12,2025-12,140,149,46,142,503
47130,47,경주시,13,2025-12,16,33,0,10,89
47150,47,김천시,01,2025-12,60,208,49,63,678
47150,47,김천시,02,2025-12,13,53,10,17,195
47150,47,김천시,03,2025-12,52,97,11,49,296
47150,47,김천시,04,2025-12,15,115,18,14,363
47150,47,김천시,05,2025-12,3,23,2,3,73
47150,47,김천시,06,2025-12,107,191,47,94,560
47150,47,김천시,07,2025-12,17,102,16,15,291
47150,47,김천시,08,2025-12,6,31,5,11,126
47150,47,김천시,09,2025-12,39,41,21,32,138
47150,47,김천시,10,2025-12,14,62,16,10,180
47150,47,김천시,11,2025-12,18,27,14,10,60
47150,47,김천시,12,2025-12,88,131,27,69,429
47150,47,김천시,13,2025-12,33,27,2,31,53
47170,47,안동시,01,2025-12,72,219,52,50,772
47170,47,안동시,02,2025-12,30,54,20,32,272
47170,47,안동시,03,2025-12,85,97,22,45,315
47170,47,안동시,04,2025-12,17,156,20,16,378
47170,47,안동시,05,2025-12,2,23,5,5,100
47170,47,안동시,06,2025-12,97,185,35,81,594
47170,47,안동시,07,2025-12,25,100,23,25,309
47170,47,안동시,08,2025-12,8,77,7,5,196
47170,47,안동시,09,2025-12,7,34,7,8,95
47170,47,안동시,10,2025-12,10,24,9,10,79
47170,47,안동시,11,2025-12,34,19,8,16,56
47170,47,안동시,12,2025-12,13,42,5,19,160
47170,47,안동시,13,2025-12,4,23,1,11,58
47190,47,구미시,01,2025-12,159,863,194,160,3356
47190,47,구미시,02,2025-12,84,254,90,125,1241
47190,47,구미시,03,2025-12,202,366,65,164,1252
47190,47,구미시,04,2025-12,36,456,55,39,1340
47190,47,구미시,05,2025-12,9,104,12,10,403
47190,47,구미시,06,2025-12,246,721,149,233,2775
47190,47,구미시,07,2025-12,144,318,68,139,1136
47190,47,구미시,08,2025-12,23,141,9,25,513
47190,47,구미시,09,2025-12,190,245,81,225,892
47190,47,구미시,10,2025-12,99,460,125,195,1578
47190,47,구미시,11,2025-12,35,64,24,44,272
47190,47,구미시,12,2025-12,72,447,86,135,1908
47190,47,구미시,13,2025-12,6,59,0,2,120
47210,47,영주시,01,2025-12,68,166,22,50,512
47210,47,영주시,02,2025-12,6,33,7,9,123
47210,47,영주시,03,2025-12,136,86,12,43,257
47210,47,영주시,04,2025-12,17,116,12,17,289
47210,47,영주시,05,2025-12,2,11,2,2,45
